,doc1,doc2,doc3,doc4,doc5
doc1,1.000000000000003,0.4734019527678033,0.01994913135818666,0.045343290363398535,0.02981306641242333
doc2,0.4734019527678033,1.000000000000005,0.031714745386092785,0.0752779442025633,0.049423412170614814
doc3,0.01994913135818666,0.031714745386092785,0.999999999999999,0.03187031615259291,0.028062749070964316
doc4,0.045343290363398535,0.0752779442025633,0.03187031615259291,1.000000000000005,0.44414742103952237
doc5,0.02981306641242333,0.049423412170614814,0.028062749070964316,0.44414742103952237,1.0000000000000018
